Symbol,Description,Category2,Category3,GICS Sector,Market cap,Dividend yield,Country,Action
JNPR,Juniper Networks Inc,Common stocks,Mid cap,Information Technology,"$9,048,904,713 ",2.86%,USA,Analyze
JPM,JP Morgan Chase & Co,Common stocks,Large cap,Financials,"$459,063,978,185 ",2.35%,USA,Analyze
JWN,Nordstrom Inc,Common stocks,Mid cap,Consumer Discretionary,"$5,145,139,129 ",0.00%,USA,Analyze
K,Kellogg,Common stocks,Large cap,Consumer Staples,"$21,536,393,252 ",3.57%,USA,Analyze
KDP,Keurig Dr Pepper Inc.,Common stocks,Large cap,Consumer Staples,"$51,098,092,481 ",0.41%,USA,Analyze
KEX,Kirby Corp,Common stocks,Mid cap,Industrials,"$3,594,279,000 ",0.00%,USA,Analyze
KEY,Keycorp,Common stocks,Large cap,Financials,"$18,779,551,125 ",3.77%,USA,Analyze
KEYS,Keysight Technologies Inc,Common stocks,Large cap,Information Technology,"$29,755,389,231 ",0.00%,USA,Analyze
KHC,Kraft Heinz,Common stocks,Large cap,Consumer Staples,"$48,338,782,877 ",3.99%,USA,Analyze
KIM,Kimco Realty Corporation,REITs,Mid cap,Real Estate,"$9,024,620,586 ",2.85%,USA,Analyze
KKR,KKR & Co Inc.,Common stocks,Large cap,Financials,"$35,971,379,803 ",0.67%,USA,Analyze
KLAC,KLA-Tencor Corporation,Common stocks,Large cap,Information Technology,"$48,840,174,517 ",1.12%,USA,Analyze
KMB,Kimberly Clark Corp,Common stocks,Large cap,Consumer Staples,"$45,496,557,954 ",3.23%,USA,Analyze
KMI,Kinder Morgan Inc,Common stocks,Large cap,Energy,"$40,412,065,811 ",5.78%,USA,Analyze
KMPR,Kemper Corp,Common stocks,Mid cap,Financials,"$4,418,286,006 ",1.77%,USA,Analyze
KMX,Carmax Inc,Common stocks,Large cap,Consumer Discretionary,"$22,010,896,850 ",0.00%,USA,Analyze
KNX,Knight Transportation Inc,Common stocks,Mid cap,Industrials,"$8,076,920,110 ",0.69%,USA,Analyze
KO,Coca-Cola,Common stocks,Large cap,Consumer Staples,"$246,024,498,859 ",2.88%,USA,Analyze
KR,Kroger,Common stocks,Large cap,Consumer Staples,"$29,732,603,163 ",1.80%,USA,Analyze
KRC,Kilroy Realty Corporation,REITs,Mid cap,Real Estate,"$8,033,911,026 ",2.87%,USA,Analyze
KSS,Kohls Corporation,Common stocks,Mid cap,Consumer Discretionary,"$8,027,254,058 ",0.97%,USA,Analyze
KSU,Kansas City Southern,Common stocks,Large cap,Industrials,"$24,324,860,800 ",0.72%,USA,Analyze
L,Loews Corp,Common stocks,Large cap,Financials,"$14,203,586,646 ",0.46%,USA,Analyze
LAD,Lithia Motors Inc Class A,Common stocks,Mid cap,Consumer Discretionary,"$9,926,910,098 ",0.26%,USA,Analyze
LAMR,Lamar Advertising Company Class A,REITs,Mid cap,Real Estate,"$9,059,055,990 ",2.37%,USA,Analyze
LAZ,"Lazard, LTD.",Common stocks,Mid cap,Financials,"$4,976,367,596 ",3.14%,USA,Analyze
LB,L Brands Inc,Common stocks,Large cap,Consumer Discretionary,"$21,282,026,556 ",0.19%,USA,Analyze
LBRDA,Liberty Broadband Corp Series A,Common stocks,Large cap,Communication Services,"$32,987,145,120 ",0.00%,USA,Analyze
LBRDK,Liberty Broadband Corp Series C,Common stocks,Large cap,Communication Services,"$32,987,145,120 ",0.00%,USA,Analyze
LDOS,Leidos Holdings Inc,Common stocks,Large cap,Industrials,"$15,055,590,127 ",1.27%,USA,Analyze
LEA,Lear Corp,Common stocks,Large cap,Consumer Discretionary,"$10,152,853,061 ",0.44%,USA,Analyze
LECO,Lincoln Electric Holdings Inc,Common stocks,Mid cap,Industrials,"$8,170,951,615 ",1.09%,USA,Analyze
LEG,Leggett & Platt Inc,Common stocks,Mid cap,Consumer Discretionary,"$6,417,991,399 ",3.32%,USA,Analyze
LEN,Lennar Corporation Class A,Common stocks,Large cap,Consumer Discretionary,"$31,048,185,363 ",0.98%,USA,Analyze
LESL,"Leslies, Inc.",Common stocks,Mid cap,Consumer Discretionary,"$4,805,935,131 ",0.00%,USA,Analyze
LFUS,Littelfuse Inc,Common stocks,Mid cap,Information Technology,"$6,166,063,554 ",0.76%,USA,Analyze
LH,Laboratory Corporation Of America,Common stocks,Large cap,Health Care,"$27,463,470,000 ",0.00%,USA,Analyze
LHX,"L3Harris Technologies, Inc.",Common stocks,Large cap,Industrials,"$46,326,343,772 ",1.64%,USA,Analyze
LII,Lennox International Inc,Common stocks,Large cap,Industrials,"$12,365,054,060 ",0.98%,USA,Analyze
LITE,Lumentum Holdings Inc,Common stocks,Mid cap,Information Technology,"$6,306,531,000 ",0.00%,USA,Analyze
LKQ,LKQ Corp,Common stocks,Large cap,Consumer Discretionary,"$15,404,110,937 ",0.00%,USA,Analyze
LLY,Eli Lilly,Common stocks,Large cap,Health Care,"$233,244,578,722 ",1.30%,USA,Analyze
LMND,"Lemonade, Inc.",Common stocks,Mid cap,Financials,"$5,394,818,953 ",0.00%,USA,Analyze
LMT,Lockheed Martin Corp,Common stocks,Large cap,Industrials,"$102,293,603,179 ",2.74%,USA,Analyze
LNC,Lincoln National Corp,Common stocks,Large cap,Financials,"$11,706,047,822 ",2.67%,USA,Analyze
LNG,Cheniere Energy Inc,Common stocks,Large cap,Energy,"$21,636,875,828 ",0.00%,USA,Analyze
LNT,Alliant Energy Corp,Common stocks,Large cap,Utilities,"$14,657,884,747 ",2.64%,USA,Analyze
LOPE,Grand Canyon Education Inc,Common stocks,Mid cap,Consumer Discretionary,"$4,202,547,461 ",0.00%,USA,Analyze
LOW,Lowes Companies Inc,Common stocks,Large cap,Consumer Discretionary,"$139,780,455,690 ",1.31%,USA,Analyze
LPLA,LPL Financial Holdings Inc,Common stocks,Large cap,Financials,"$11,137,684,256 ",0.72%,USA,Analyze
LPX,Louisiana Pacific Corp,Common stocks,Mid cap,Materials,"$5,527,814,209 ",1.12%,USA,Analyze
LRCX,Lam Research Corp,Common stocks,Large cap,Information Technology,"$91,332,002,985 ",0.81%,USA,Analyze
LSI,"Life Storage, Inc",REITs,Mid cap,Real Estate,"$8,957,942,165 ",2.30%,USA,Analyze
LSTR,Landstar System Inc,Common stocks,Mid cap,Industrials,"$5,896,483,666 ",0.54%,USA,Analyze
LSXMA,Liberty Media Liberty Siriusxm Series A,Common stocks,Large cap,Communication Services,"$27,575,752,274 ",9.71%,USA,Analyze
LSXMK,Liberty Media Liberty Siriusxm Series C,Common stocks,Large cap,Communication Services,"$27,575,752,274 ",9.84%,USA,Analyze
LULU,Lululemon Athletica Inc,Common stocks,Large cap,Consumer Discretionary,"$49,411,121,299 ",0.00%,USA,Analyze
LUMN,"CenturyLink, Inc.",Common stocks,Large cap,Communication Services,"$14,280,637,991 ",7.64%,USA,Analyze
LUV,Southwest Airlines,Common stocks,Large cap,Industrials,"$30,617,199,385 ",0.00%,USA,Analyze
LVS,Las Vegas Sands Corp,Common stocks,Large cap,Consumer Discretionary,"$34,646,935,253 ",0.00%,USA,Analyze
LW,Lamb Weston Holdings Inc,Common stocks,Large cap,Consumer Staples,"$11,129,167,959 ",1.22%,USA,Analyze
LYB,Lyondellbasell Industries NV,Common stocks,Large cap,Materials,"$32,950,582,955 ",4.29%,USA,Analyze
LYFT,"Lyft, Inc. - Class A",Common stocks,Large cap,Industrials,"$17,435,775,268 ",0.00%,USA,Analyze
LYV,Live Nation Entertainment Inc,Common stocks,Large cap,Communication Services,"$17,971,388,088 ",0.00%,USA,Analyze
MA,Mastercard Inc Class A,Common stocks,Large cap,Information Technology,"$386,085,108,354 ",0.44%,USA,Analyze
MAA,"Mid-America Apartment Communities, Inc",REITs,Large cap,Real Estate,"$21,386,131,251 ",2.16%,USA,Analyze
MAN,Manpower Inc,Common stocks,Mid cap,Industrials,"$6,181,035,846 ",2.13%,USA,Analyze
MANH,Manhattan Associates Inc,Common stocks,Mid cap,Information Technology,"$9,367,020,234 ",0.00%,USA,Analyze
MAR,Marriott International Inc,Common stocks,Large cap,Consumer Discretionary,"$46,225,772,234 ",0.00%,USA,Analyze
MAS,Masco Corp,Common stocks,Large cap,Industrials,"$15,054,576,741 ",0.87%,USA,Analyze
MASI,Masimo Corp,Common stocks,Large cap,Health Care,"$14,641,114,998 ",0.00%,USA,Analyze
MAT,Mattel Inc,Common stocks,Mid cap,Consumer Discretionary,"$7,251,049,485 ",0.00%,USA,Analyze
MCD,Mcdonalds Corp,Common stocks,Large cap,Consumer Discretionary,"$182,051,601,810 ",2.08%,USA,Analyze
MCFE,McAfee Corp.,Common stocks,Mid cap,Information Technology,"$4,425,656,475 ",1.18%,USA,Analyze
MCHP,Microchip Technology Inc,Common stocks,Large cap,Information Technology,"$38,198,455,672 ",1.10%,USA,Analyze
MCK,Mckesson Corp,Common stocks,Large cap,Health Care,"$32,032,721,093 ",0.83%,USA,Analyze
MCO,Moodys Corp,Common stocks,Large cap,Financials,"$71,096,688,000 ",0.62%,USA,Analyze
MCY,Mercury General Corp,Common stocks,Mid cap,Financials,"$3,395,890,428 ",4.06%,USA,Analyze
MDB,"MongoDB, Inc. Class A",Common stocks,Large cap,Information Technology,"$22,256,716,035 ",0.00%,USA,Analyze
MDLA,"Medallia, Inc.",Common stocks,Mid cap,Information Technology,"$5,328,635,054 ",0.00%,USA,Analyze
MDLZ,Mondelez International Inc,Common stocks,Large cap,Consumer Staples,"$91,081,475,764 ",1.93%,USA,Analyze
MDT,Medtronic Plc,Common stocks,Large cap,Health Care,"$172,113,808,333 ",1.84%,USA,Analyze
MDU,MDU Resources Group Inc,Common stocks,Mid cap,Utilities,"$6,313,484,571 ",2.67%,USA,Analyze
MET,Metlife Inc,Common stocks,Large cap,Financials,"$50,817,838,254 ",3.16%,USA,Analyze
MGM,MGM Resorts International,Common stocks,Large cap,Consumer Discretionary,"$19,224,094,318 ",0.03%,USA,Analyze
MHK,Mohawk Industries Inc,Common stocks,Large cap,Consumer Discretionary,"$13,319,108,706 ",0.00%,USA,Analyze
MIDD,Middleby Corp,Common stocks,Large cap,Industrials,"$10,572,457,737 ",0.00%,USA,Analyze
MKC,McCormick & Co  Non-voting,Common stocks,Large cap,Consumer Staples,"$22,773,493,463 ",1.55%,USA,Analyze
MKL,Markel Corp,Common stocks,Large cap,Financials,"$16,696,621,745 ",0.00%,USA,Analyze
MKSI,MKS Instruments Inc,Common stocks,Mid cap,Information Technology,"$8,998,206,390 ",0.50%,USA,Analyze
MKTX,Marketaxess Holdings Inc,Common stocks,Large cap,Financials,"$17,736,018,963 ",0.54%,USA,Analyze
MLM,Martin Marietta Materials Inc,Common stocks,Large cap,Materials,"$21,995,017,332 ",0.64%,USA,Analyze
MMC,Marsh & McLennan Inc,Common stocks,Large cap,Financials,"$74,798,253,043 ",0.94%,USA,Analyze
MMM,3M,Common stocks,Large cap,Industrials,"$116,903,057,653 ",2.89%,USA,Analyze
MNST,Monster Beverage Corp,Common stocks,Large cap,Consumer Staples,"$50,741,972,832 ",0.00%,USA,Analyze
MO,Altria Group Inc,Common stocks,Large cap,Consumer Staples,"$88,108,873,942 ",7.04%,USA,Analyze
MOH,Molina Healthcare Inc,Common stocks,Large cap,Health Care,"$15,057,272,000 ",0.00%,USA,Analyze
MORN,Morningstar Inc,Common stocks,Large cap,Financials,"$10,629,131,040 ",0.50%,USA,Analyze
MOS,Mosaic,Common stocks,Large cap,Materials,"$11,534,088,216 ",0.74%,USA,Analyze
MPC,Marathon Petroleum Corp,Common stocks,Large cap,Energy,"$35,673,837,795 ",4.20%,USA,Analyze
MPW,"Medical Properties Trust, Inc",REITs,Large cap,Real Estate,"$12,287,498,000 ",5.16%,USA,Analyze
MPWR,Monolithic Power Systems Inc,Common stocks,Large cap,Information Technology,"$18,893,656,760 ",0.53%,USA,Analyze
MRCY,Mercury Systems Inc,Common stocks,Mid cap,Industrials,"$3,722,923,164 ",0.00%,USA,Analyze
MRK,Merck & Co Inc,Common stocks,Large cap,Health Care,"$195,576,188,035 ",3.27%,USA,Analyze
MRNA,"Moderna, Inc.",Common stocks,Large cap,Health Care,"$134,861,138,491 ",0.00%,USA,Analyze
MRO,Marathon Oil Corp,Common stocks,Mid cap,Energy,"$9,323,850,369 ",0.59%,USA,Analyze
MRTX,Mirati Therapeutics Inc,Common stocks,Mid cap,Health Care,"$7,827,613,844 ",0.00%,USA,Analyze
MRVI,"Maravai LifeSciences Holdings, Inc",Common stocks,Mid cap,Health Care,"$4,750,155,951 ",0.00%,USA,Analyze
MRVL,Marvell Technology Group Ltd,Common stocks,Large cap,Information Technology,"$48,309,525,000 ",0.10%,USA,Analyze
MS,Morgan Stanley,Common stocks,Large cap,Financials,"$179,621,253,854 ",1.44%,USA,Analyze
MSA,MSA Safety Inc,Common stocks,Mid cap,Industrials,"$6,328,263,085 ",1.07%,USA,Analyze
MSCI,MSCI Inc,Common stocks,Large cap,Financials,"$47,467,202,407 ",0.54%,USA,Analyze
MSFT,Microsoft Corp,Common stocks,Large cap,Information Technology,"$2,177,001,623,967 ",0.76%,USA,Analyze
MSGS,Madison Square Garden Sports Corp. Class A,Common stocks,Mid cap,Communication Services,"$3,242,254,815 ",0.00%,USA,Analyze
MSI,Motorola Solutions Inc,Common stocks,Large cap,Information Technology,"$37,779,903,419 ",1.24%,USA,Analyze
MSM,MSC Industrial Inc Class A,Common stocks,Mid cap,Industrials,"$4,097,768,149 ",3.36%,USA,Analyze
MSP,Datto Holding Corp.,Common stocks,Mid cap,Information Technology,"$4,238,326,000 ",8.90%,USA,Analyze
MTB,M&T Bank Corp,Common stocks,Large cap,Financials,"$17,014,452,090 ",3.29%,USA,Analyze
MTCH,Match Group Inc,Common stocks,Large cap,Communication Services,"$44,387,199,200 ",1.22%,USA,Analyze
MTD,Mettler Toledo Inc,Common stocks,Large cap,Health Care,"$34,242,349,167 ",0.00%,USA,Analyze
MTG,MGIC Investment Corp,Common stocks,Mid cap,Financials,"$4,611,299,371 ",1.76%,USA,Analyze
MTN,Vail Resorts Inc,Common stocks,Large cap,Consumer Discretionary,"$12,647,454,159 ",0.00%,USA,Analyze
MTZ,Mastec Inc,Common stocks,Mid cap,Industrials,"$7,419,987,499 ",0.00%,USA,Analyze
MU,Micron Technology Inc,Common stocks,Large cap,Information Technology,"$85,894,996,628 ",0.00%,USA,Analyze
MXIM,Maxim Integrated Products Inc,Common stocks,Large cap,Information Technology,"$26,627,041,750 ",0.48%,USA,Analyze
NABL,"N-able, Inc.",Common stocks,Mid cap,Information Technology,"$2,117,267,072 ",0.00%,USA,Analyze
NATI,National Instruments Corp,Common stocks,Mid cap,Information Technology,"$5,509,070,527 ",2.51%,USA,Analyze
NBIX,Neurocrine Biosciences Inc,Common stocks,Mid cap,Health Care,"$9,054,669,558 ",0.00%,USA,Analyze
NCLH,Norwegian Cruise Line Holdings Ltd,Common stocks,Mid cap,Consumer Discretionary,"$5,591,698,000 ",0.00%,USA,Analyze
NCNO,"nCino, Inc.",Common stocks,Mid cap,Information Technology,"$6,123,088,684 ",0.00%,USA,Analyze
NCR,NCR Corp,Common stocks,Mid cap,Information Technology,"$5,903,590,000 ",0.00%,USA,Analyze
NDAQ,Nasdaq Inc,Common stocks,Large cap,Financials,"$30,616,534,071 ",1.07%,USA,Analyze
NDSN,Nordson Corp,Common stocks,Large cap,Industrials,"$13,028,612,865 ",0.69%,USA,Analyze
NEE,Nextera Energy Inc,Common stocks,Large cap,Utilities,"$150,672,070,008 ",1.90%,USA,Analyze
NEM,Newmont Corporation,Common stocks,Large cap,Materials,"$48,259,226,568 ",2.87%,USA,Analyze
NET,"Cloudflare, Inc. Class A",Common stocks,Large cap,Information Technology,"$35,871,129,000 ",0.00%,USA,Analyze
NEU,Newmarket Corp,Common stocks,Mid cap,Materials,"$3,336,474,698 ",2.47%,USA,Analyze
NEWR,New Relic Inc,Common stocks,Mid cap,Information Technology,"$4,562,436,671 ",0.00%,USA,Analyze
NFE,New Fortress Energy LLC - Class A Shares,Common stocks,Mid cap,Energy,"$6,298,105,245 ",1.31%,USA,Analyze
NFG,National Fuel Gas,Common stocks,Mid cap,Utilities,"$4,707,246,553 ",3.42%,USA,Analyze
NFLX,Netflix Inc,Common stocks,Large cap,Communication Services,"$228,182,703,682 ",0.00%,USA,Analyze
NI,Nisource Inc,Common stocks,Mid cap,Utilities,"$9,899,558,241 ",3.36%,USA,Analyze
NKE,Nike Inc Class B,Common stocks,Large cap,Consumer Discretionary,"$259,163,237,341 ",0.65%,USA,Analyze
NKTR,Nektar Therapeutics,Common stocks,Mid cap,Health Care,"$2,960,698,144 ",0.00%,USA,Analyze
NLOK,NortonLifeLock Inc.,Common stocks,Large cap,Information Technology,"$14,892,986,111 ",1.93%,USA,Analyze
NLSN,Nielsen Holdings Plc,Common stocks,Mid cap,Industrials,"$8,747,329,996 ",0.98%,USA,Analyze
NLY,Annaly Capital Management Inc,Mortgage REITs,Large cap,Financials,"$11,845,331,785 ",10.01%,USA,Analyze
NNN,"National Retail Properties, Inc",REITs,Mid cap,Real Estate,"$8,657,872,631 ",4.14%,USA,Analyze
NOC,Northrop Grumman Corp,Common stocks,Large cap,Industrials,"$57,665,962,378 ",1.64%,USA,Analyze
NOV,National Oilwell Varco Inc,Common stocks,Mid cap,Energy,"$5,566,665,999 ",0.00%,USA,Analyze
NOW,Servicenow Inc,Common stocks,Large cap,Information Technology,"$115,349,114,005 ",0.00%,USA,Analyze
NRG,NRG Energy Inc,Common stocks,Mid cap,Utilities,"$9,963,933,834 ",3.03%,USA,Analyze
NRZ,New Residential Investment Corp,Mortgage REITs,Mid cap,Financials,"$4,447,148,416 ",7.67%,USA,Analyze
NSC,Norfolk Southern Corp,Common stocks,Large cap,Industrials,"$67,377,138,678 ",1.45%,USA,Analyze
NTAP,NetApp Inc,Common stocks,Large cap,Information Technology,"$17,533,726,299 ",2.46%,USA,Analyze
NTNX,Nutanix Inc Class A,Common stocks,Mid cap,Information Technology,"$7,523,116,378 ",0.00%,USA,Analyze
NTRA,Natera Inc,Common stocks,Mid cap,Health Care,"$9,721,329,428 ",0.00%,USA,Analyze
NTRS,Northern Trust Corporation,Common stocks,Large cap,Financials,"$23,415,776,888 ",1.85%,USA,Analyze
NUAN,Nuance Communications Inc,Common stocks,Large cap,Information Technology,"$15,774,000,375 ",0.00%,USA,Analyze
NUE,Nucor Corp,Common stocks,Large cap,Materials,"$29,253,893,423 ",1.64%,USA,Analyze
NVAX,Novavax Inc,Common stocks,Large cap,Health Care,"$14,326,899,952 ",0.00%,USA,Analyze
NVCR,Novocure Ltd,Common stocks,Large cap,Health Care,"$19,016,684,058 ",0.00%,USA,Analyze
NVDA,Nvidia Corp,Common stocks,Large cap,Information Technology,"$120,201,620,000 ",0.08%,USA,Analyze
NVR,"NVR, Inc.",Common stocks,Large cap,Consumer Discretionary,"$18,304,426,995 ",0.00%,USA,Analyze
NVST,Envista Holdings Corporation,Common stocks,Mid cap,Health Care,"$6,715,650,612 ",0.00%,USA,Analyze
NVT,Nvent Electric Plc,Common stocks,Mid cap,Industrials,"$5,219,810,381 ",2.23%,USA,Analyze
NWL,Newell Brands Inc,Common stocks,Large cap,Consumer Discretionary,"$11,658,324,958 ",3.32%,USA,Analyze
NWSA,News Corp Class A,Common stocks,Large cap,Communication Services,"$14,426,549,402 ",0.80%,USA,Analyze
NXPI,NXP Semiconductors Nv,Common stocks,Large cap,Information Technology,"$54,642,683,015 ",0.94%,The Netherlands,Analyze
NXST,Nexstar Media Group Inc,Common stocks,Mid cap,Communication Services,"$6,236,822,126 ",1.71%,USA,Analyze
NYCB,New York Community Bancorp,Common stocks,Mid cap,Financials,"$5,185,424,854 ",5.95%,USA,Analyze
NYT,New York Times Class A,Common stocks,Mid cap,Communication Services,"$7,257,921,795 ",0.60%,USA,Analyze
O,Realty Income Corporation,REITs,Large cap,Real Estate,"$27,512,784,711 ",3.90%,USA,Analyze
OC,Owens Corning,Common stocks,Mid cap,Industrials,"$9,708,705,065 ",1.09%,USA,Analyze
ODFL,Old Dominion Freight Line Inc,Common stocks,Large cap,Industrials,"$30,009,335,491 ",0.27%,USA,Analyze
OGE,OGE Energy Corp,Common stocks,Mid cap,Utilities,"$6,751,868,379 ",4.69%,USA,Analyze
OGN,Organon & Co.,Common stocks,Mid cap,Health Care,"$7,519,284,560 ",0.00%,USA,Analyze
OHI,"Omega Healthcare Investors, Inc",REITs,Mid cap,Real Estate,"$8,776,563,288 ",6.99%,USA,Analyze
OKE,Oneok Inc,Common stocks,Large cap,Energy,"$23,983,233,671 ",6.73%,USA,Analyze
OKTA,Okta Inc Class A,Common stocks,Large cap,Information Technology,"$36,817,977,559 ",0.00%,USA,Analyze
OLED,Universal Display Corp,Common stocks,Large cap,Information Technology,"$10,241,097,001 ",0.32%,USA,Analyze
OLLI,Ollies Bargain Outlet Holdings Inc,Common stocks,Mid cap,Consumer Discretionary,"$6,042,429,018 ",0.00%,USA,Analyze
OLN,Olin Corp,Common stocks,Mid cap,Materials,"$7,050,538,241 ",1.79%,USA,Analyze
OMC,Omnicom Group Inc,Common stocks,Large cap,Communication Services,"$15,709,652,838 ",3.64%,USA,Analyze
OMF,Onemain Holdings Inc,Common stocks,Mid cap,Financials,"$8,056,711,179 ",3.09%,USA,Analyze
ON,ON Semiconductor Corp,Common stocks,Large cap,Information Technology,"$15,666,927,189 ",0.00%,USA,Analyze
OPEN,Opendoor Technologies Inc,Common stocks,Mid cap,Real Estate,"$8,185,935,897 ",0.00%,USA,Analyze
ORCL,Oracle Corp,Common stocks,Large cap,Information Technology,"$245,305,120,000 ",1.27%,USA,Analyze
ORI,Old Republic International Corp,Common stocks,Mid cap,Financials,"$7,484,656,070 ",3.37%,USA,Analyze
ORLY,Oreilly Automotive Inc,Common stocks,Large cap,Consumer Discretionary,"$43,221,531,591 ",0.00%,USA,Analyze
OSH,"Oak Street Health, Inc.",Common stocks,Large cap,Health Care,"$14,353,034,989 ",0.00%,USA,Analyze
OSK,Oshkosh Corp,Common stocks,Mid cap,Industrials,"$8,253,928,585 ",1.07%,USA,Analyze
OTIS,Otis Worldwide Corporation,Common stocks,Large cap,Industrials,"$38,219,513,341 ",0.72%,USA,Analyze
OXY,Occidental Petroleum Corp,Common stocks,Large cap,Energy,"$25,314,314,737 ",0.15%,USA,Analyze
OZK,Bank of the Ozarks,Common stocks,Mid cap,Financials,"$5,021,137,410 ",2.03%,USA,Analyze
PACW,Pacwest Bancorp,Common stocks,Mid cap,Financials,"$4,787,729,078 ",2.42%,USA,Analyze
PAG,Penske Automotive Group Inc,Common stocks,Mid cap,Consumer Discretionary,"$6,507,391,351 ",1.59%,USA,Analyze
PANW,Palo Alto Networks Inc,Common stocks,Large cap,Information Technology,"$38,857,986,413 ",0.00%,USA,Analyze
PAYC,Paycom Software Inc,Common stocks,Large cap,Information Technology,"$23,550,316,166 ",0.00%,USA,Analyze
PAYX,Paychex Inc,Common stocks,Large cap,Information Technology,"$40,545,665,246 ",2.21%,USA,Analyze
PB,Prosperity Bancshares Inc,Common stocks,Mid cap,Financials,"$6,366,324,172 ",2.79%,USA,Analyze
PBCT,Peoples United Financial Inc,Common stocks,Mid cap,Financials,"$6,713,784,218 ",3.40%,USA,Analyze
PCAR,Paccar Inc,Common stocks,Large cap,Industrials,"$30,171,362,463 ",1.48%,USA,Analyze
PCG,Pacific Gas & Electric Co.,Common stocks,Large cap,Utilities,"$17,369,674,901 ",0.00%,USA,Analyze
PCTY,Paylocity Holding Corp,Common stocks,Large cap,Information Technology,"$10,975,949,003 ",0.00%,USA,Analyze
PEAK,"Healthpeak Properties, Inc.",REITs,Large cap,Real Estate,"$19,611,800,218 ",3.62%,USA,Analyze
PEG,Public Service Enterprise Group Inc,Common stocks,Large cap,Utilities,"$31,112,275,904 ",3.21%,USA,Analyze
PEGA,Pegasystems Inc,Common stocks,Large cap,Information Technology,"$11,104,347,885 ",0.09%,USA,Analyze
PEN,Penumbra Inc,Common stocks,Mid cap,Health Care,"$9,561,660,946 ",0.00%,USA,Analyze
PENN,Penn National Gaming Inc,Common stocks,Large cap,Consumer Discretionary,"$11,403,184,491 ",0.00%,USA,Analyze
PEP,Pepsico Inc,Common stocks,Large cap,Consumer Staples,"$217,088,796,139 ",2.61%,USA,Analyze
PFE,Pfizer Inc,Common stocks,Large cap,Health Care,"$234,039,580,579 ",3.63%,USA,Analyze
PFG,Principal Financial Group Inc,Common stocks,Large cap,Financials,"$17,038,858,678 ",3.60%,USA,Analyze
PFPT,Proofpoint Inc,Common stocks,Large cap,Information Technology,"$10,025,940,131 ",0.00%,USA,Analyze
PG,Procter & Gamble,Common stocks,Large cap,Consumer Staples,"$343,438,095,220 ",2.35%,USA,Analyze
PGR,Progressive Corp,Common stocks,Large cap,Financials,"$55,378,906,608 ",5.17%,USA,Analyze
PH,Parker-Hannifin Corp,Common stocks,Large cap,Industrials,"$39,907,969,872 ",1.18%,USA,Analyze
PHM,Pultegroup Inc,Common stocks,Large cap,Consumer Discretionary,"$14,031,872,217 ",1.01%,USA,Analyze
PII,Polaris Industries Inc,Common stocks,Mid cap,Consumer Discretionary,"$8,512,648,564 ",1.78%,USA,Analyze
PINC,Premier Inc Class A,Common stocks,Mid cap,Health Care,"$4,316,113,032 ",2.14%,USA,Analyze
PINS,"Pinterest, Inc. Class A",Common stocks,Large cap,Communication Services,"$47,276,175,524 ",0.00%,USA,Analyze
PK,Park Hotels & Resorts Inc,REITs,Mid cap,Real Estate,"$4,516,968,779 ",0.00%,USA,Analyze
PKG,Packaging Corp Of America,Common stocks,Large cap,Materials,"$12,783,351,462 ",2.79%,USA,Analyze
PKI,Perkinelmer Inc,Common stocks,Large cap,Health Care,"$19,292,012,129 ",0.16%,USA,Analyze
PLAN,"Anaplan, Inc.",Common stocks,Mid cap,Information Technology,"$8,149,859,427 ",0.00%,USA,Analyze
PLD,"Prologis, Inc",REITs,Large cap,Real Estate,"$94,676,148,540 ",1.88%,USA,Analyze
PLNT,Planet Fitness Inc Class A,Common stocks,Mid cap,Consumer Discretionary,"$6,333,226,771 ",0.00%,USA,Analyze
PLTK,Playtika Holding Corp.,Common stocks,Mid cap,Communication Services,"$9,281,631,580 ",0.00%,Israel,Analyze
PLTR,Palantir Technologies Inc.,Common stocks,Large cap,Information Technology,"$39,949,651,048 ",0.00%,USA,Analyze
PLUG,Plug Power Inc,Common stocks,Large cap,Industrials,"$15,384,354,833 ",0.00%,USA,Analyze
PM,Philip Morris International Inc,Common stocks,Large cap,Consumer Staples,"$154,357,504,183 ",4.75%,USA,Analyze
PNC,"PNC Financial Services Group, Inc.",Common stocks,Large cap,Financials,"$78,394,862,557 ",2.52%,USA,Analyze
PNFP,Pinnacle Financial Partners Inc,Common stocks,Mid cap,Financials,"$6,769,402,393 ",0.58%,USA,Analyze
PNR,Pentair,Common stocks,Large cap,Industrials,"$11,418,056,240 ",1.14%,USA,Analyze
PNW,Pinnacle West Corp,Common stocks,Mid cap,Utilities,"$9,571,429,164 ",3.80%,USA,Analyze
PODD,Insulet Corp,Common stocks,Large cap,Health Care,"$17,473,738,378 ",0.00%,USA,Analyze
POOL,Pool Corp,Common stocks,Large cap,Consumer Discretionary,"$18,739,762,280 ",0.54%,USA,Analyze
POST,Post Holdings Inc,Common stocks,Mid cap,Consumer Staples,"$6,644,862,834 ",0.00%,USA,Analyze
PPC,Pilgrims Pride Corp,Common stocks,Mid cap,Consumer Staples,"$5,280,243,585 ",0.00%,USA,Analyze
PPD,"PPD, Inc.",Common stocks,Large cap,Health Care,"$16,144,922,496 ",0.00%,USA,Analyze
PPG,PPG Industries Inc,Common stocks,Large cap,Materials,"$39,149,594,305 ",1.30%,USA,Analyze
PPL,PPL Corporation,Common stocks,Large cap,Utilities,"$21,828,668,927 ",5.73%,USA,Analyze
